label,mean_signed_shap,type,abs_shap
Sp_C_P13,0.004361805754025987,spacer,0.004361805754025987
Sp_A_P11,0.004267583593976217,spacer,0.004267583593976217
Tg_A_P24,0.004244672058050609,target,0.004244672058050609
Tg_A_P18,-0.004216614029468142,target,0.004216614029468142
Tg_T_P25,0.004187627514949059,target,0.004187627514949059
Tg_A_P14,-0.004171371042445199,target,0.004171371042445199
Sp_A_P12,-0.0040354833418523375,spacer,0.0040354833418523375
Tg_T_P14,-0.0038893246922080157,target,0.0038893246922080157
Tg_T_P22,0.0037822326897727263,target,0.0037822326897727263
Tg_T_P21,-0.0037098649020706814,target,0.0037098649020706814
Tg_T_P17,0.0035924491037821736,target,0.0035924491037821736
Sp_A_P10,0.0035194103938054346,spacer,0.0035194103938054346
Tg_A_P13,-0.0034453998379259734,target,0.0034453998379259734
Sp_T_P11,0.0034051503033850493,spacer,0.0034051503033850493
Tg_C_P11,-0.0033572247917493625,target,0.0033572247917493625
Sp_G_P8,0.0033146703632428486,spacer,0.0033146703632428486
Tg_T_P9,0.003302730634003085,target,0.003302730634003085
Tg_T_P27,0.003264618728437645,target,0.003264618728437645
Tg_T_P13,0.0032171809193850356,target,0.0032171809193850356
Sp_C_P7,0.003180602582799994,spacer,0.003180602582799994
Tg_G_P8,-0.003068591675782193,target,0.003068591675782193
Sp_C_P6,0.003013906573937988,spacer,0.003013906573937988
Tg_G_P7,0.0028864210939221506,target,0.0028864210939221506
Tg_C_P12,-0.0028538471668767937,target,0.0028538471668767937
Tg_A_P23,0.002844136704300878,target,0.002844136704300878
Tg_T_P5,-0.0026523586288675857,target,0.0026523586288675857
Sp_T_P23,0.0026276229366186893,spacer,0.0026276229366186893
Sp_G_P10,-0.0025862329609618435,spacer,0.0025862329609618435
Tg_C_P23,0.0025361114275490467,target,0.0025361114275490467
Tm_target_PAM_distal,0.002516091090841547,biofeature,0.002516091090841547
Tg_C_P16,-0.002381456122315409,target,0.002381456122315409
Tg_C_P5,0.0023627351951111884,target,0.0023627351951111884
Tg_G_P29,-0.002248217803154518,target,0.002248217803154518
Tg_G_P11,0.002244741301991127,target,0.002244741301991127
Tg_A_P8,0.0022255632754418506,target,0.0022255632754418506
Tg_T_P12,0.002224266269057827,target,0.002224266269057827
Sp_T_P20,0.002222178644709975,spacer,0.002222178644709975
Tg_C_P26,-0.0022195774236746786,target,0.0022195774236746786
Tg_A_P22,-0.0020928239186436574,target,0.0020928239186436574
Tm_spacer,-0.0020797644789755233,biofeature,0.0020797644789755233
GC_target,0.0020676582144275825,biofeature,0.0020676582144275825
Sp_C_P10,0.0020373148356735665,spacer,0.0020373148356735665
GC_target_PAM_distal,0.0020290999768773463,biofeature,0.0020290999768773463
Tg_G_P15,-0.001964020170127147,target,0.001964020170127147
Tg_G_P10,0.0019280349519744313,target,0.0019280349519744313
GC_target_PAM_proximal,0.0019040251306452582,biofeature,0.0019040251306452582
Sp_T_P7,0.0018890303668936523,spacer,0.0018890303668936523
Tg_T_P19,-0.0018394469507881967,target,0.0018394469507881967
Tg_G_P4,-0.0018185231150327206,target,0.0018185231150327206
Tg_C_P15,-0.001809160415404462,target,0.001809160415404462
Tg_G_P22,-0.0017875163617568385,target,0.0017875163617568385
GC_target_3p_context,-0.0017594417697700813,biofeature,0.0017594417697700813
Tg_G_P6,0.0017040824004978961,target,0.0017040824004978961
Sp_G_P18,-0.0017005103743790704,spacer,0.0017005103743790704
Tg_A_P5,-0.001662913652121655,target,0.001662913652121655
Tg_G_P26,-0.001600628841363807,target,0.001600628841363807
Tg_T_P4,-0.0015965867858272933,target,0.0015965867858272933
Tg_C_P25,-0.0015753647068948052,target,0.0015753647068948052
Tg_C_P9,0.0015385797823225856,target,0.0015385797823225856
Tg_T_P23,-0.0015213379078962389,target,0.0015213379078962389
Tg_G_P9,0.0015173325273316678,target,0.0015173325273316678
Tg_G_P1,0.001474507405530878,target,0.001474507405530878
Tg_C_P6,-0.0014676627056946668,target,0.0014676627056946668
Tg_G_P5,0.0014190869796521014,target,0.0014190869796521014
Tg_T_P7,0.0013834182718150513,target,0.0013834182718150513
Tg_G_P16,0.0013314459153830603,target,0.0013314459153830603
Sp_G_P6,0.0013021130563821198,spacer,0.0013021130563821198
Tg_G_P18,0.0012684886407646353,target,0.0012684886407646353
Tg_G_P14,0.0012361928832872627,target,0.0012361928832872627
Tg_A_P10,-0.001231660069537572,target,0.001231660069537572
Tg_A_P11,-0.001183939714321813,target,0.001183939714321813
Sp_G_P14,0.0011661758942206305,spacer,0.0011661758942206305
Tm_target_PAM,-0.0010167245251340687,biofeature,0.0010167245251340687
Tg_T_P1,0.001008911138789236,target,0.001008911138789236
Tg_G_P30,-0.0009830452617618538,target,0.0009830452617618538
Tg_T_P11,-0.0009040628704351375,target,0.0009040628704351375
MFE_spacer,0.0008691556560021648,biofeature,0.0008691556560021648
Tg_T_P8,-0.0008306319793649144,target,0.0008306319793649144
Tg_C_P29,0.0008109588977220519,target,0.0008109588977220519
Tg_T_P20,-0.0007997638164535289,target,0.0007997638164535289
Tg_G_P21,0.0007735589791432403,target,0.0007735589791432403
Tg_G_P27,-0.0007418518493397785,target,0.0007418518493397785
Tg_C_P1,0.0007403840478600259,target,0.0007403840478600259
Tg_C_P7,0.0006731082783351742,target,0.0006731082783351742
Tg_T_P10,0.0006456792658276701,target,0.0006456792658276701
GC_target_PAM,0.000645394282510724,biofeature,0.000645394282510724
Tg_G_P17,-0.0006179248502196162,target,0.0006179248502196162
Tg_G_P25,0.0006137101263503105,target,0.0006137101263503105
Tg_A_P29,0.0006069383173918277,target,0.0006069383173918277
GC_spacer,-0.0005474201391219746,biofeature,0.0005474201391219746
Tg_G_P24,0.0005421350575071523,target,0.0005421350575071523
Tg_C_P4,0.0005411211729490585,target,0.0005411211729490585
Tg_A_P12,0.0005173941203812822,target,0.0005173941203812822
Tm_target_PAM_proximal,0.0005074129639975473,biofeature,0.0005074129639975473
Tg_T_P18,0.0005044540138362724,target,0.0005044540138362724
Tg_T_P3,-0.000501381028190986,target,0.000501381028190986
Tg_T_P15,-0.0004996919211856482,target,0.0004996919211856482
Sp_T_P10,-0.0004879725582693384,spacer,0.0004879725582693384
GC_target_5p_context,-0.00047870565838895285,biofeature,0.00047870565838895285
Tg_C_P8,0.00046234117935799337,target,0.00046234117935799337
Tg_A_P9,0.00040739871817188747,target,0.00040739871817188747
Tg_T_P24,-0.0003909275306662955,target,0.0003909275306662955
Tg_C_P10,0.000381631615661242,target,0.000381631615661242
Tg_T_P2,0.00037630178613569197,target,0.00037630178613569197
Tg_G_P12,-0.00037031137664909636,target,0.00037031137664909636
Tg_T_P29,0.00036845727783113325,target,0.00036845727783113325
Tg_C_P2,0.0003640560804688643,target,0.0003640560804688643
Tg_C_P3,-0.0003527381765595848,target,0.0003527381765595848
Tg_A_P30,0.00033800503426560424,target,0.00033800503426560424
Tg_A_P26,-0.0003334004395986045,target,0.0003334004395986045
Tg_T_P26,-0.000331965334418868,target,0.000331965334418868
Tg_A_P1,-0.00032744727185946677,target,0.00032744727185946677
Tg_G_P28,0.000323294243330847,target,0.000323294243330847
Tm_target_3p_context,0.000318798996958331,biofeature,0.000318798996958331
Tg_A_P25,-0.0003031849445946024,target,0.0003031849445946024
Tg_G_P20,-0.0002917151189312596,target,0.0002917151189312596
Tg_A_P4,-0.0002914539804487765,target,0.0002914539804487765
Tg_G_P2,0.00027102764622061003,target,0.00027102764622061003
Sp_C_P9,-0.0002680430289144368,spacer,0.0002680430289144368
MFE_sgRNA,0.0002312973147348968,biofeature,0.0002312973147348968
Tg_T_P28,0.00020885598141907882,target,0.00020885598141907882
Tg_G_P19,-0.00017402562155637157,target,0.00017402562155637157
Tg_C_P30,0.00017280375197222824,target,0.00017280375197222824
Tg_T_P6,0.0001699477662386864,target,0.0001699477662386864
Tg_C_P28,0.00016944773861981034,target,0.00016944773861981034
Tg_G_P3,0.00015731839704779464,target,0.00015731839704779464
Tm_target,-0.0001523753360943839,biofeature,0.0001523753360943839
Tg_A_P2,0.0001512836423015634,target,0.0001512836423015634
Tg_A_P28,0.00014544264313295132,target,0.00014544264313295132
Tg_T_P30,-0.0001260679216912373,target,0.0001260679216912373
Tg_A_P27,9.977637928864219e-05,target,9.977637928864219e-05
Tm_target_5p_context,9.536497716695623e-05,biofeature,9.536497716695623e-05
Tg_A_P3,5.414905254615118e-05,target,5.414905254615118e-05
Tg_C_P13,3.4313840661440743e-05,target,3.4313840661440743e-05
Sp_C_P27,0.0,spacer,0.0
Sp_C_P28,0.0,spacer,0.0
Sp_C_P25,0.0,spacer,0.0
Sp_C_P26,0.0,spacer,0.0
Sp_G_P28,0.0,spacer,0.0
Sp_G_P29,0.0,spacer,0.0
Sp_C_P1,0.0,spacer,0.0
Sp_G_P30,0.0,spacer,0.0
Sp_C_P29,0.0,spacer,0.0
Sp_C_P30,0.0,spacer,0.0
Sp_G_P27,0.0,spacer,0.0
Sp_G_P26,0.0,spacer,0.0
Sp_T_P2,0.0,spacer,0.0
Sp_T_P1,0.0,spacer,0.0
Sp_A_P3,0.0,spacer,0.0
Sp_A_P5,0.0,spacer,0.0
Sp_A_P4,0.0,spacer,0.0
Sp_A_P27,0.0,spacer,0.0
Sp_A_P28,0.0,spacer,0.0
Sp_A_P29,0.0,spacer,0.0
Sp_A_P1,0.0,spacer,0.0
Sp_A_P2,0.0,spacer,0.0
Sp_A_P26,0.0,spacer,0.0
Sp_A_P25,0.0,spacer,0.0
Sp_C_P2,0.0,spacer,0.0
Sp_C_P3,0.0,spacer,0.0
Sp_C_P4,0.0,spacer,0.0
Sp_C_P5,0.0,spacer,0.0
Sp_G_P5,0.0,spacer,0.0
Sp_G_P25,0.0,spacer,0.0
Sp_A_P30,0.0,spacer,0.0
Sp_T_P4,0.0,spacer,0.0
Sp_T_P3,0.0,spacer,0.0
Sp_T_P5,0.0,spacer,0.0
Sp_T_P25,0.0,spacer,0.0
Sp_T_P26,0.0,spacer,0.0
Sp_T_P27,0.0,spacer,0.0
Sp_T_P28,0.0,spacer,0.0
Sp_T_P29,0.0,spacer,0.0
Sp_T_P30,0.0,spacer,0.0
Sp_G_P1,0.0,spacer,0.0
Sp_G_P2,0.0,spacer,0.0
Sp_G_P3,0.0,spacer,0.0
Sp_G_P4,0.0,spacer,0.0
